#Grid_ID FIELDID fov_sizex fov_sizey RA_center DEC_center RA_high1 DEC_high1 RA_high2 DEC_high2 RA_low1 DEC_low1 RA_low2 DEC_low2
G0016 19420007    1.50    1.50  194.25    0.75  193.50    1.50  195.00    1.50  193.50    0.00  195.00    0.00 
G0016 19570007    1.50    1.50  195.75    0.75  195.00    1.50  196.50    1.50  195.00    0.00  196.50    0.00 
G0016 19720007    1.50    1.50  197.25    0.75  196.50    1.50  198.00    1.50  196.50    0.00  198.00    0.00 
G0016 19870007    1.50    1.50  198.75    0.75  198.00    1.50  199.50    1.50  198.00    0.00  199.50    0.00 
G0016 20020007    1.50    1.50  200.25    0.75  199.50    1.50  201.00    1.50  199.50    0.00  201.00    0.00 
G0016 20170007    1.50    1.50  201.75    0.75  201.00    1.50  202.50    1.50  201.00    0.00  202.50    0.00 
G0016 20320007    1.50    1.50  203.25    0.75  202.50    1.50  204.00    1.50  202.50    0.00  204.00    0.00 
G0016 20470007    1.50    1.50  204.75    0.75  204.00    1.50  205.50    1.50  204.00    0.00  205.50    0.00 
G0016 20620007    1.50    1.50  206.25    0.75  205.50    1.50  207.00    1.50  205.50    0.00  207.00    0.00 
G0016 20770007    1.50    1.50  207.75    0.75  207.00    1.50  208.50    1.50  207.00    0.00  208.50    0.00 
G0016 20920007    1.50    1.50  209.25    0.75  208.50    1.50  210.00    1.50  208.50    0.00  210.00    0.00 
G0016 21070007    1.50    1.50  210.75    0.75  210.00    1.50  211.50    1.50  210.00    0.00  211.50    0.00 
G0016 21220007    1.50    1.50  212.25    0.75  211.50    1.50  213.00    1.50  211.50    0.00  213.00    0.00 
G0016 21370007    1.50    1.50  213.75    0.75  213.00    1.50  214.50    1.50  213.00    0.00  214.50    0.00 
G0016 21520007    1.50    1.50  215.25    0.75  214.50    1.50  216.00    1.50  214.50    0.00  216.00    0.00 
G0016 21670007    1.50    1.50  216.75    0.75  216.00    1.50  217.50    1.50  216.00    0.00  217.50    0.00 
G0016 21820007    1.50    1.50  218.25    0.75  217.50    1.50  219.00    1.50  217.50    0.00  219.00    0.00 
G0016 21970007    1.50    1.50  219.75    0.75  219.00    1.50  220.50    1.50  219.00    0.00  220.50    0.00 
G0016 22120007    1.50    1.50  221.25    0.75  220.50    1.50  222.00    1.50  220.50    0.00  222.00    0.00 
G0016 22270007    1.50    1.50  222.75    0.75  222.00    1.50  223.50    1.50  222.00    0.00  223.50    0.00 
G0016 22420007    1.50    1.50  224.25    0.75  223.50    1.50  225.00    1.50  223.50    0.00  225.00    0.00 
G0016 22570007    1.50    1.50  225.75    0.75  225.00    1.50  226.50    1.50  225.00    0.00  226.50    0.00 
G0016 22720007    1.50    1.50  227.25    0.75  226.50    1.50  228.00    1.50  226.50    0.00  228.00    0.00 
G0016 22870007    1.50    1.50  228.75    0.75  228.00    1.50  229.50    1.50  228.00    0.00  229.50    0.00 
G0016 23020007    1.50    1.50  230.25    0.75  229.50    1.50  231.00    1.50  229.50    0.00  231.00    0.00 
G0016 23170007    1.50    1.50  231.75    0.75  231.00    1.50  232.50    1.50  231.00    0.00  232.50    0.00 
G0016 23320007    1.50    1.50  233.25    0.75  232.50    1.50  234.00    1.50  232.50    0.00  234.00    0.00 
G0016 23470007    1.50    1.50  234.75    0.75  234.00    1.50  235.50    1.50  234.00    0.00  235.50    0.00 
G0016 23620007    1.50    1.50  236.25    0.75  235.50    1.50  237.00    1.50  235.50    0.00  237.00    0.00 
G0016 23770007    1.50    1.50  237.75    0.75  237.00    1.50  238.50    1.50  237.00    0.00  238.50    0.00 
G0016 23920007    1.50    1.50  239.25    0.75  238.50    1.50  240.00    1.50  238.50    0.00  240.00    0.00 
G0016 24070007    1.50    1.50  240.75    0.75  240.00    1.50  241.50    1.50  240.00    0.00  241.50    0.00 
G0016 24220007    1.50    1.50  242.25    0.75  241.50    1.50  243.00    1.50  241.50    0.00  243.00    0.00 
G0016 24370007    1.50    1.50  243.75    0.75  243.00    1.50  244.50    1.50  243.00    0.00  244.50    0.00 
G0016 24520007    1.50    1.50  245.25    0.75  244.50    1.50  246.00    1.50  244.50    0.00  246.00    0.00 
G0016 24670007    1.50    1.50  246.75    0.75  246.00    1.50  247.50    1.50  246.00    0.00  247.50    0.00 
G0016 24820007    1.50    1.50  248.25    0.75  247.50    1.50  249.00    1.50  247.50    0.00  249.00    0.00 
G0016 24970007    1.50    1.50  249.75    0.75  249.00    1.50  250.50    1.50  249.00    0.00  250.50    0.00 
G0016 25120007    1.50    1.50  251.25    0.75  250.50    1.50  252.00    1.50  250.50    0.00  252.00    0.00 
G0016 25270007    1.50    1.50  252.75    0.75  252.00    1.50  253.50    1.50  252.00    0.00  253.50    0.00 
G0016 25420007    1.50    1.50  254.25    0.75  253.50    1.50  255.00    1.50  253.50    0.00  255.00    0.00 
G0016 25570007    1.50    1.50  255.75    0.75  255.00    1.50  256.50    1.50  255.00    0.00  256.50    0.00 
G0016 25720007    1.50    1.50  257.25    0.75  256.50    1.50  258.00    1.50  256.50    0.00  258.00    0.00 
G0016 25870007    1.50    1.50  258.75    0.75  258.00    1.50  259.50    1.50  258.00    0.00  259.50    0.00 
G0016 26020007    1.50    1.50  260.25    0.75  259.50    1.50  261.00    1.50  259.50    0.00  261.00    0.00 
G0016 26170007    1.50    1.50  261.75    0.75  261.00    1.50  262.50    1.50  261.00    0.00  262.50    0.00 
G0016 26320007    1.50    1.50  263.25    0.75  262.50    1.50  264.00    1.50  262.50    0.00  264.00    0.00 
G0016 26470007    1.50    1.50  264.75    0.75  264.00    1.50  265.50    1.50  264.00    0.00  265.50    0.00 
G0016 26620007    1.50    1.50  266.25    0.75  265.50    1.50  267.00    1.50  265.50    0.00  267.00    0.00 
G0016 26770007    1.50    1.50  267.75    0.75  267.00    1.50  268.50    1.50  267.00    0.00  268.50    0.00 
G0016 26920007    1.50    1.50  269.25    0.75  268.50    1.50  270.00    1.50  268.50    0.00  270.00    0.00 
G0016 27070007    1.50    1.50  270.75    0.75  270.00    1.50  271.50    1.50  270.00    0.00  271.50    0.00 
G0016 27220007    1.50    1.50  272.25    0.75  271.50    1.50  273.00    1.50  271.50    0.00  273.00    0.00 
G0016 27370007    1.50    1.50  273.75    0.75  273.00    1.50  274.50    1.50  273.00    0.00  274.50    0.00 
G0016 27520007    1.50    1.50  275.25    0.75  274.50    1.50  276.00    1.50  274.50    0.00  276.00    0.00 
G0016 27670007    1.50    1.50  276.75    0.75  276.00    1.50  277.50    1.50  276.00    0.00  277.50    0.00 
G0016 27820007    1.50    1.50  278.25    0.75  277.50    1.50  279.00    1.50  277.50    0.00  279.00    0.00 
G0016 27970007    1.50    1.50  279.75    0.75  279.00    1.50  280.50    1.50  279.00    0.00  280.50    0.00 
G0016 28120007    1.50    1.50  281.25    0.75  280.50    1.50  282.00    1.50  280.50    0.00  282.00    0.00 
G0016 28270007    1.50    1.50  282.75    0.75  282.00    1.50  283.50    1.50  282.00    0.00  283.50    0.00 
G0016 28420007    1.50    1.50  284.25    0.75  283.50    1.50  285.00    1.50  283.50    0.00  285.00    0.00 
G0016 28570007    1.50    1.50  285.75    0.75  285.00    1.50  286.50    1.50  285.00    0.00  286.50    0.00 
G0016 28720007    1.50    1.50  287.25    0.75  286.50    1.50  288.00    1.50  286.50    0.00  288.00    0.00 
G0016 28870007    1.50    1.50  288.75    0.75  288.00    1.50  289.50    1.50  288.00    0.00  289.50    0.00 
G0016 29020007    1.50    1.50  290.25    0.75  289.50    1.50  291.00    1.50  289.50    0.00  291.00    0.00 
G0016 29170007    1.50    1.50  291.75    0.75  291.00    1.50  292.50    1.50  291.00    0.00  292.50    0.00 
G0016 29320007    1.50    1.50  293.25    0.75  292.50    1.50  294.00    1.50  292.50    0.00  294.00    0.00 
G0016 29470007    1.50    1.50  294.75    0.75  294.00    1.50  295.50    1.50  294.00    0.00  295.50    0.00 
G0016 29620007    1.50    1.50  296.25    0.75  295.50    1.50  297.00    1.50  295.50    0.00  297.00    0.00 
G0016 29770007    1.50    1.50  297.75    0.75  297.00    1.50  298.50    1.50  297.00    0.00  298.50    0.00 
G0016 29920007    1.50    1.50  299.25    0.75  298.50    1.50  300.00    1.50  298.50    0.00  300.00    0.00 
G0016 30070007    1.50    1.50  300.75    0.75  300.00    1.50  301.50    1.50  300.00    0.00  301.50    0.00 
G0016 30220007    1.50    1.50  302.25    0.75  301.50    1.50  303.00    1.50  301.50    0.00  303.00    0.00 
G0016 30370007    1.50    1.50  303.75    0.75  303.00    1.50  304.50    1.50  303.00    0.00  304.50    0.00 
G0016 30520007    1.50    1.50  305.25    0.75  304.50    1.50  306.00    1.50  304.50    0.00  306.00    0.00 
G0016 30670007    1.50    1.50  306.75    0.75  306.00    1.50  307.50    1.50  306.00    0.00  307.50    0.00 
G0016 30820007    1.50    1.50  308.25    0.75  307.50    1.50  309.00    1.50  307.50    0.00  309.00    0.00 
G0016 30970007    1.50    1.50  309.75    0.75  309.00    1.50  310.50    1.50  309.00    0.00  310.50    0.00 
G0016 31120007    1.50    1.50  311.25    0.75  310.50    1.50  312.00    1.50  310.50    0.00  312.00    0.00 
G0016 31270007    1.50    1.50  312.75    0.75  312.00    1.50  313.50    1.50  312.00    0.00  313.50    0.00 
G0016 31420007    1.50    1.50  314.25    0.75  313.50    1.50  315.00    1.50  313.50    0.00  315.00    0.00 
G0016 31570007    1.50    1.50  315.75    0.75  315.00    1.50  316.50    1.50  315.00    0.00  316.50    0.00 
G0016 31720007    1.50    1.50  317.25    0.75  316.50    1.50  318.00    1.50  316.50    0.00  318.00    0.00 
G0016 31870007    1.50    1.50  318.75    0.75  318.00    1.50  319.50    1.50  318.00    0.00  319.50    0.00 
G0016 32020007    1.50    1.50  320.25    0.75  319.50    1.50  321.00    1.50  319.50    0.00  321.00    0.00 
G0016 32170007    1.50    1.50  321.75    0.75  321.00    1.50  322.50    1.50  321.00    0.00  322.50    0.00 
G0016 32320007    1.50    1.50  323.25    0.75  322.50    1.50  324.00    1.50  322.50    0.00  324.00    0.00 
G0016 32470007    1.50    1.50  324.75    0.75  324.00    1.50  325.50    1.50  324.00    0.00  325.50    0.00 
G0016 32620007    1.50    1.50  326.25    0.75  325.50    1.50  327.00    1.50  325.50    0.00  327.00    0.00 
G0016 32770007    1.50    1.50  327.75    0.75  327.00    1.50  328.50    1.50  327.00    0.00  328.50    0.00 
G0016 32920007    1.50    1.50  329.25    0.75  328.50    1.50  330.00    1.50  328.50    0.00  330.00    0.00 
G0016 33070007    1.50    1.50  330.75    0.75  330.00    1.50  331.50    1.50  330.00    0.00  331.50    0.00 
G0016 33220007    1.50    1.50  332.25    0.75  331.50    1.50  333.00    1.50  331.50    0.00  333.00    0.00 
G0016 33370007    1.50    1.50  333.75    0.75  333.00    1.50  334.50    1.50  333.00    0.00  334.50    0.00 
G0016 33520007    1.50    1.50  335.25    0.75  334.50    1.50  336.00    1.50  334.50    0.00  336.00    0.00 
G0016 33670007    1.50    1.50  336.75    0.75  336.00    1.50  337.50    1.50  336.00    0.00  337.50    0.00 
G0016 33820007    1.50    1.50  338.25    0.75  337.50    1.50  339.00    1.50  337.50    0.00  339.00    0.00 
G0016 33970007    1.50    1.50  339.75    0.75  339.00    1.50  340.50    1.50  339.00    0.00  340.50    0.00 
G0016 34120007    1.50    1.50  341.25    0.75  340.50    1.50  342.00    1.50  340.50    0.00  342.00    0.00 
G0016 34270007    1.50    1.50  342.75    0.75  342.00    1.50  343.50    1.50  342.00    0.00  343.50    0.00 
G0016 34420007    1.50    1.50  344.25    0.75  343.50    1.50  345.00    1.50  343.50    0.00  345.00    0.00 
